session,max(max(amplitude)),max(mean(amplitude)),max(var(amplitude)),mean(max(amplitude)),mean(mean(amplitude)),mean(var(amplitude)),var(max(amplitude)),var(mean(amplitude)),var(var(amplitude))
Angry_163,15.601864193,0.00384585849003,8.69977298393,5.06308386541,0.000232203499173,1.49618801183,21.4588108854,2.04388358556e-06,5.04937628484
Angry_164,15.0307862076,0.0041453136509,6.53700734318,5.29526326965,2.63405578975e-05,1.44595964123,15.6767637302,1.51085671837e-06,3.86933242884
Angry_165,16.934909518,0.00729363230919,19.7435879925,8.61955264492,0.000205636954228,4.92068247891,33.9805481817,7.3860048531e-06,33.4147807334
Angry_166,14.8849968801,0.0093660329942,9.97379676907,3.60031103119,0.000358508486005,0.978545694075,15.9187544276,3.21939090138e-06,4.35283182611
Angry_167,15.6749234605,0.0130815633421,17.1329361868,9.22477616204,0.0002962588015,4.47605420722,20.0538634634,1.06178844549e-05,16.8493722209
Angry_168,17.2171174899,0.00630779794559,14.4853730774,8.49277214835,0.000161659581012,4.34227294242,23.5988060622,5.31568136785e-06,19.273272448
Angry_169,17.5839569948,0.00506445452525,41.7164572651,11.5031160143,0.000208169629207,8.28383204696,19.2191421952,6.49166663829e-06,67.8796191974
Angry_17,3.67743273135,0.00302609159647,0.794783162585,2.30159106511,0.000369730235633,0.315882029476,0.482289337485,1.32210298542e-06,0.0242491599297
Angry_170,17.7768006632,0.00670986277158,28.0943449227,9.65196275707,0.000244041605188,7.50015769052,33.1144982847,1.01866027031e-05,69.5320260105
Angry_171,17.2989239661,0.0101581918815,16.6040923353,12.1870430142,0.000135728027945,7.27650991917,19.365747777,1.66509721182e-05,18.5269787448
Angry_172,17.3251911812,0.00667348445603,20.1947065773,7.24822908088,7.58359344156e-05,3.70791103503,33.0737922293,4.92061638425e-06,25.7276619291
Angry_173,17.5814119768,0.00839688738168,32.4940706981,12.1091103314,0.000491543430866,9.70928880168,21.9323595525,1.13847502332e-05,73.2933434396
Angry_174,17.3036242986,0.00944217030333,23.2591117019,10.6814652974,3.26493354114e-05,6.82811785817,23.653492911,8.88551332026e-06,30.3597418516
Angry_175,14.0256248988,0.00553424003593,15.2792441862,4.28606755563,0.000175211325341,1.57000263271,16.8933717885,1.96700959911e-06,9.12294550937
Angry_176,17.4121475366,0.00542339052746,33.4940171799,11.5343474838,9.33741663831e-05,8.04439240085,32.782532019,6.44697503941e-06,60.3467730376
Angry_177,13.9360750904,0.0168683043101,12.3034841266,7.88918137595,-0.000907054527776,3.01193246444,9.30522369249,2.81923267969e-05,6.71121655934
Angry_178,12.5090959131,0.00492966007348,5.06630665762,6.3033354468,-0.000541496058307,1.34508594045,7.5478066296,5.07536402583e-06,1.10652301074
Angry_179,17.2574217538,0.048970430797,17.4755030239,7.95026040752,1.86352643998e-05,2.62316635906,22.0044285233,7.1164872035e-05,10.4719975002
Angry_18,3.62584703323,0.00476478724212,0.724582203699,2.38976975396,0.000335418713555,0.29944037218,0.778174361939,2.55013134343e-06,0.0336451001759
Angry_180,16.8180901261,0.030648238932,8.15758081483,9.51879652207,-0.000415304929019,3.41874378713,15.962563181,7.26293478059e-05,5.40589171936
Angry_181,17.2873953709,0.0134282007883,8.72884967647,9.17959756695,-0.000797776992921,2.50199061166,16.4683438892,2.5750739486e-05,4.33101027443
Angry_182,17.4672779354,0.0259060351353,12.710568441,9.0036417056,-0.000623085762096,2.81505715567,19.0564893844,6.71389010537e-05,5.60236222869
Angry_183,4.96251645635,0.0054592523889,1.01906002817,3.46769257566,-0.00106353890819,0.586996430869,0.285743556066,5.46137751352e-06,0.0334843180153
Angry_184,17.5729846041,0.0431587899896,9.23597071961,6.35547412297,0.00504300161265,3.22338133385,5.9804474193,0.000194735045188,3.71325160979
Angry_185,17.4869187253,0.0295805037917,13.5625070067,9.39502828194,-0.00105092035475,3.44419268994,13.160174551,7.70293290581e-05,8.3004433231
Angry_186,17.834210212,0.0182369523056,9.32219467715,8.62192788735,-0.00068082612185,2.24245856624,11.3182087697,4.73625016305e-05,3.17087339746
Angry_187,4.65928480286,0.00343313978955,0.739167422262,2.68096457765,-0.000609210871558,0.418350191119,0.329785567286,2.85368445944e-06,0.0228647968848
Angry_188,5.64662958385,0.00846131505915,1.60059880984,3.39661435887,-0.000498498564226,0.612139564661,0.721923156793,4.75089934753e-06,0.115875279715
Angry_189,3.30542397354,0.00206492619862,0.696899853708,2.34020596189,0.000419064952853,0.297791778414,0.379992780369,6.35779057772e-07,0.0224312329042
Angry_19,3.55101430125,0.00497903292109,0.875613523277,2.39198384381,0.000467724559066,0.319649260544,0.447217535638,2.38367554555e-06,0.0246838947419
Angry_190,3.29161273824,0.00389983407519,0.578014571423,2.38449335752,0.000328463821669,0.274392468714,0.260864378545,2.24011900794e-06,0.0151384957708
Angry_191,3.89278310748,0.00413449981721,0.493895258892,2.63441160837,0.000372685909117,0.312644294007,0.341110407183,1.91957174033e-06,0.0101465533635
Angry_192,3.33115978512,0.00357539540372,0.594196272202,2.45251710603,0.000376827840964,0.305386476981,0.233077914716,2.2411949748e-06,0.0169422437104
Angry_193,6.23521135115,0.00529643558186,1.23962493898,3.58428232358,-0.00139745746577,0.674339921793,0.800033641152,4.60647537928e-06,0.0907603832311
Angry_194,3.36023959952,0.00299107578713,0.577757588183,2.33219595624,0.000345893308569,0.311268336614,0.169200648412,1.30382129197e-06,0.00996583655654
Angry_195,2.88273277725,0.00316167110856,0.449332480936,2.26688287492,0.000359741991525,0.303497398575,0.104700121761,1.21439497192e-06,0.0102954627391
Angry_196,17.5319928357,0.0343229012358,14.7952813486,10.6930276315,-0.00160132493709,4.78222122032,19.7523225254,0.000124013997205,13.9426322339
Angry_197,3.63351308272,0.00589040723558,1.1232316238,2.30376429872,0.000340580669643,0.303112780314,0.53712909293,2.70658679841e-06,0.0316857033213
Angry_198,3.62469582307,0.00330098850585,0.66885426862,2.58067028092,0.000360330432479,0.296312148151,0.255656276567,1.95051329184e-06,0.0183347247513
Angry_199,2.99107134695,0.00250998165436,0.571129037746,2.22001134081,0.000282404907888,0.300500594443,0.194311724498,9.86677891434e-07,0.0127201003381
Angry_2,5.00373632969,0.00532527001441,1.49688420678,3.03359470662,-0.000260304455845,0.688185747562,0.753894177103,5.81776557593e-06,0.13057634147
Angry_20,3.25476916729,0.00340734873638,0.565178867565,2.27492262357,0.000302790217542,0.306078705663,0.189297304362,1.68040792239e-06,0.0157721941791
Angry_200,2.96418315743,0.00326815723797,0.526671292751,2.35179844022,0.000413006028097,0.321111479944,0.129994721058,1.12719057828e-06,0.0149195312316
Angry_201,3.73598734661,0.00503506477442,0.721145618622,2.58339085346,0.000327369833908,0.337219945363,0.517875390576,3.21158438944e-06,0.0252608249307
Angry_202,3.35508684528,0.00341652454025,0.694461243385,2.24051336033,0.000374042422544,0.302201640696,0.226883703015,1.00359427571e-06,0.0166275673594
Angry_203,3.68804783878,0.00340195956858,0.808637328731,2.28241845108,0.000332982259845,0.319243441534,0.226018662441,1.28021262918e-06,0.0206731317299
Angry_204,2.72335105358,0.00233031384029,0.56239902196,2.17500891602,0.000361889796771,0.331590927695,0.0601119243465,1.05415576805e-06,0.0075487640768
Angry_205,2.91669093725,0.00262817778654,0.520693310408,2.27838447375,0.000321719597499,0.286262288404,0.137298300009,1.19699642723e-06,0.0118891398204
Angry_206,3.24827798869,0.00338025605659,0.716841294486,2.43077052719,0.000329541272045,0.291528707197,0.235255315304,9.72042408127e-07,0.019765627293
Angry_207,3.25574893039,0.00336639212174,0.541826353939,2.4439326388,0.000338657181881,0.312889408594,0.202280720244,1.25879912045e-06,0.0106912770861
Angry_208,16.83117818,0.0143010359391,9.67095838988,9.37072685868,-0.000643793435083,3.37515682305,26.20914323,3.15457176264e-05,7.16283800227
Angry_209,17.8565372687,0.0274240462057,11.5032498859,8.91886150834,-0.00103529818445,2.42711179905,19.5379586213,6.25793723743e-05,5.31159234741
Angry_21,3.65919489613,0.00513279249794,0.595442863425,2.10476992264,0.000441612591745,0.311472287631,0.27593718305,2.31386587493e-06,0.0191262340846
Angry_210,3.03496679304,0.00284295942353,0.514578640642,2.27209049412,0.000325504184372,0.293563708597,0.140920815342,1.09147145006e-06,0.00969710770972
Angry_211,16.8250300777,0.0136429838648,10.8648782827,8.38726896563,-0.000799694900055,2.92856322395,13.9642713724,4.31878569023e-05,6.63060575196
Angry_212,14.5302290775,0.00738026582612,6.16108843289,7.45986889631,-0.00079588928389,1.95667746895,3.83305116911,1.29676867867e-05,1.26239518354
Angry_213,17.7573370377,0.0207423865588,18.4989319529,8.21240959628,-0.000569496099234,2.92766563043,11.7715321518,3.30289594434e-05,10.094614792
Angry_214,8.85429804442,0.00868905810813,5.44141864894,6.53548663888,-0.000725038599299,1.53897441068,3.3357866389,1.3338422725e-05,1.22236403876
Angry_215,17.2147541287,0.00652157005728,10.44849146,8.64433729212,-0.0010068077728,2.95170526419,10.7752235622,1.25407593231e-05,4.96814925011
Angry_216,17.4462901047,0.0212863965225,14.9963906779,10.1840627131,-0.000731269677368,3.98051161495,16.3119875765,0.000133540623294,9.98329523102
Angry_217,15.7064681344,0.00601082975734,8.91749949731,8.58418331192,-0.000672785499403,2.53334550071,9.22191800974,1.33856354071e-05,2.4829116968
Angry_218,17.6552368263,0.0312343269749,12.1046423294,10.1121457084,-0.00142968272517,4.0996360236,25.1230727231,0.000122244249021,12.6151719397
Angry_219,17.5781353458,0.0228319567817,8.79031099768,12.5503600521,-0.00197971744324,4.27759506317,11.6331552765,0.000157085159117,3.77301607045
Angry_22,3.11161636434,0.00200414707211,0.575502835917,2.29044310549,0.000331717223882,0.30538003126,0.332318519447,5.76057532314e-07,0.0247011450409
Angry_220,17.61710109,0.0434904735472,14.5693735607,13.5776650329,-0.000989698888217,7.42452712201,7.056693687,0.000491453312894,7.66773884456
Angry_221,17.49581703,0.0234113312233,19.0994219619,13.0677258799,-0.00121904180934,6.70510076158,8.4470156793,0.000239623245515,14.629607253
Angry_222,17.5118510609,0.0227714649897,12.8505310768,9.81295416964,-0.000688155504388,3.26595691815,18.4842654393,5.07834312194e-05,8.40878968789
Angry_223,17.5918087566,0.0368055707578,11.2746002959,13.4473828592,-0.00156882134703,5.06334361323,13.2650963889,0.000208621306362,6.57646390005
Angry_224,17.6522529082,0.0268421579036,11.3494332654,12.8846146655,-0.000606516097665,4.94797335854,10.8074204091,0.000296218073942,5.68570383696
Angry_225,17.8169514654,0.039866998247,26.2434579549,10.6930186663,-0.00170620302705,5.85729255463,27.5746587569,0.00018014781135,32.3059092437
Angry_226,17.0679579669,0.00900306597814,21.1063758198,11.8097480567,0.000319143623422,10.5370118904,5.82574916859,1.71569095852e-05,27.2507712193
Angry_227,15.223596077,0.0119942049754,21.5202983059,10.5325720472,0.000559499382336,8.59187274427,6.33803488825,2.22460143417e-05,21.6638481873
Angry_228,16.5710420063,0.0159046603078,17.7128366597,10.0279519061,0.000901179451405,8.83341119335,12.4465735816,3.22157176259e-05,28.8182641656
Angry_229,15.1024027082,0.0128804090699,20.1831564401,9.6622159534,0.000355105209956,8.23390604261,11.7318928202,2.20189145814e-05,28.4930649371
Angry_23,3.39458175186,0.00396015741643,0.779594739661,2.37148439727,0.00033860741747,0.351947986513,0.499797465498,2.93077774495e-06,0.0361724386463
Angry_230,15.6898017415,0.0160502347026,21.5318123118,10.209231576,0.00149921509095,8.44650679855,10.871273173,2.33784784162e-05,24.2553427477
Angry_231,16.7306665993,0.0168450696473,28.6268256189,10.871754728,0.000881404310219,8.99444254423,12.7380695024,2.99525278154e-05,32.316862858
Angry_24,3.7180310711,0.00503705319192,0.902633629086,2.50351068827,0.000421089221909,0.273239957463,0.60497084177,2.11406739465e-06,0.0335412869644
Angry_25,3.42968503053,0.00307564769234,0.646945104039,2.57708727975,0.000380805461571,0.321373909304,0.153390588621,1.34314759755e-06,0.019385747215
Angry_26,3.3748126351,0.00330883517273,0.671066689803,2.39821888615,0.000293569659091,0.286616309502,0.360412974263,7.01994153859e-07,0.0205507012605
Angry_27,3.32411270207,0.00291987023993,0.62035992876,2.40242564727,0.000437788610042,0.282748237769,0.202614166998,8.40048431043e-07,0.0161723817236
Angry_28,3.27288905869,0.0029720392272,0.574624934498,2.54807953666,0.000258616073849,0.303295690348,0.293806699587,1.70056976974e-06,0.0114530941474
Angry_29,3.86185981815,0.00301024306765,0.605571962309,2.53404374541,0.00044816079395,0.307930746465,0.366662777302,2.20175524663e-06,0.0169994563161
Angry_3,5.0397149652,0.00523629060967,1.75620345851,3.41239127421,-0.000417484714403,0.783952852724,0.994519759457,5.32677554537e-06,0.213576788982
Angry_30,3.10136190948,0.00227472419159,0.559449066369,2.3493342479,0.000269883758917,0.277910227439,0.425854327951,9.91614415467e-07,0.0183950360181
Angry_31,3.26172571349,0.00228213705543,0.56007103032,2.37449142373,0.000358528717988,0.306600987081,0.14173700322,6.71886381737e-07,0.0106624792673
Angry_32,3.28821722276,0.0031332434066,0.57648613438,2.34828062406,0.000419098250606,0.320386378216,0.121290203255,1.33467212655e-06,0.00983672574889
Angry_33,3.29772112507,0.00385491146052,0.749397107226,2.28107529971,0.00036567300164,0.309030569884,0.302027055618,9.56596651423e-07,0.0270005556076
Angry_34,3.72775815057,0.00245338563914,0.634361366097,2.28832781443,0.000342356173225,0.296971200102,0.440915146351,1.1134718604e-06,0.0202894359208
Angry_35,3.69118517572,0.00364577513205,0.659499906118,2.37993467467,0.000355857827731,0.321595462612,0.522393301779,1.7729350837e-06,0.0276204828184
Angry_36,3.71817459818,0.00357208373911,0.789249137851,2.51574625152,0.000297428396422,0.260990767855,0.481064124498,6.77197269271e-07,0.0201496432602
Angry_37,3.49224292176,0.00429347333137,0.684314446609,2.43558911098,0.00032962005769,0.336495829544,0.12481905318,2.10077181415e-06,0.0127069240878
Angry_38,3.12358024856,0.0030088619847,0.48897159393,2.22483307209,0.000443055797856,0.286697111043,0.175926844122,9.90645889255e-07,0.00773181940838
Angry_39,3.76874590964,0.00248704660217,0.607129318954,2.32135090593,0.000338294055615,0.292081116526,0.253610625116,7.92103873443e-07,0.0124952138899
Angry_4,5.96369985556,0.00548637523196,1.57413365534,3.92683408618,-0.000958540833433,0.782066132461,0.516275303386,7.41862944319e-06,0.105312019131
Angry_40,3.83356934481,0.0023405508745,0.614637726315,2.67487456455,0.000337288095015,0.325121519877,0.234055278294,7.0917086723e-07,0.0131244668955
Angry_41,3.85358928474,0.00385420181121,1.00399501817,2.28820811887,0.00033322897982,0.296213132509,0.523303689424,1.74410722213e-06,0.0321099583747
Angry_42,3.69854519306,0.00442139459014,0.702021692197,2.62599674735,0.000389206469112,0.313873650429,0.178566883286,1.80962164297e-06,0.0190719526915
Angry_43,3.03527703457,0.00274923469164,0.532526138483,2.26360325911,0.000307120349056,0.290899351551,0.186676742243,1.08598906053e-06,0.0123013593848
Angry_44,2.98673351419,0.00341821074382,0.536105772739,2.36085115059,0.000401068284953,0.318523243942,0.163819292665,1.69965887666e-06,0.012189068412
Angry_45,3.81018363037,0.00455728229651,0.696982836775,2.58717882866,0.000405625181471,0.336934004003,0.454010313694,2.42841186236e-06,0.026414795037
Angry_46,3.40933230971,0.00243151685365,0.955190397342,2.24644821897,0.000331011074119,0.31302601102,0.253854874914,1.03968550704e-06,0.0271043660441
Angry_47,3.59953791062,0.0037521917808,0.601860736506,2.27158793084,0.000276914879415,0.311606104036,0.202323690985,1.4107198957e-06,0.0111703565965
Angry_48,2.89189475141,0.00344056271924,0.526276856666,2.18610125544,0.000337177377143,0.324945437862,0.0637963426147,1.16364360777e-06,0.00776375709433
Angry_49,2.92444407546,0.00210028772435,0.503551130144,2.29758523045,0.000416924834212,0.28560384922,0.165593515345,7.78522845848e-07,0.0120952560024
Angry_5,2.76801853825,0.00494901718044,0.257125791246,1.93923988269,6.84472174353e-05,0.182334968482,0.162688331386,2.79160308288e-06,0.00187460463902
Angry_50,3.43961538783,0.00361563147048,0.674732970542,2.50812207448,0.000394908217245,0.300049475862,0.247208098909,1.40497472832e-06,0.0150899373761
Angry_51,3.41063917275,0.0026757666573,0.512788771784,2.566272284,0.000326057033944,0.318302968628,0.232013826183,6.06409802542e-07,0.00968161713278
Angry_52,3.91393113452,0.00322947883782,0.527578279969,2.35324195368,0.000303388241546,0.298800404616,0.301292618902,1.37948389307e-06,0.0106073093702
Angry_53,3.48292879049,0.00340165442573,0.622655786947,2.19230800159,0.000335350181303,0.249288479528,0.655013027531,1.04351761787e-06,0.0244265473084
Angry_54,3.78691920197,0.00245357299535,0.623444456892,2.01539780712,0.000386837352132,0.252230829809,0.677928756598,6.76916170125e-07,0.0260154115571
Angry_55,3.16035223222,0.00264644722723,0.550104625848,2.21699185506,0.000284029713417,0.294323544555,0.172560334128,1.75413853648e-06,0.0111619913877
