session,max(max(cepstrum)),max(mean(cepstrum)),max(var(cepstrum)),mean(max(cepstrum)),mean(mean(cepstrum)),mean(var(cepstrum)),var(max(cepstrum)),var(mean(cepstrum)),var(var(cepstrum))
Angry_128,8.47746486843,0.00140487927455,0.00603459647923,6.3357005835,0.00105904660999,0.00434337976581,0.684685921699,2.99544046111e-08,4.8793331082e-07
Angry_129,8.70433012906,0.00129542589382,0.00592394603491,6.25530777882,0.000965836827975,0.00421923527429,0.75349898501,5.88695439161e-08,4.64766804356e-07
Angry_13,11.1424390917,0.00119057979706,0.0101270722115,7.27973088722,0.000944341543316,0.00525683961574,4.76137701153,3.66984628406e-08,4.3144264387e-06
Angry_130,8.11868389422,0.00123122766365,0.00530309517972,6.53676362672,0.000950167754925,0.00441549802091,0.396657697559,6.68813897007e-08,2.65689856532e-07
Angry_131,8.89585856568,0.00134337923901,0.00661790888258,6.84299460129,0.00104063930191,0.00483157292864,0.834521794908,4.67294726373e-08,5.47845541955e-07
Angry_132,9.09762111531,0.00129901586212,0.00613418115572,6.44760556743,0.000997014548171,0.00434056519462,1.39826391748,2.88186332851e-08,8.61677611355e-07
Angry_133,9.40780306241,0.00131541547494,0.00667921212001,6.40072337906,0.0010502981632,0.00430619051351,1.45082813205,3.25243773818e-08,1.14345396942e-06
Angry_134,9.08058190554,0.00128939808435,0.00596746057563,6.60025837521,0.00103453793785,0.0044698790183,1.20960668096,3.48714312812e-08,5.67034878173e-07
Angry_135,8.34891901375,0.00129828556665,0.00649846104409,6.42429624389,0.00101249368782,0.00438688662129,0.583357686263,5.24286313274e-08,4.7442167087e-07
Angry_136,9.13512994426,0.000882990676336,0.00723398857748,4.76956442575,0.000618367345827,0.00344593148556,3.21117456579,3.27975644613e-08,1.87800664213e-06
Angry_137,7.65116501115,0.000874738843451,0.00514792984435,3.83923258448,0.000506794699902,0.00274615775992,1.98526401067,4.28681412216e-08,9.04638798176e-07
Angry_138,9.39183752808,0.00108732984853,0.00719164919573,5.51419113975,0.000642035705977,0.0039944766917,2.23304443976,4.84653833306e-08,1.20624642964e-06
Angry_139,7.01034791073,0.000849635314517,0.0048053466851,4.76047535531,0.000470588354089,0.00327080566631,1.34596232729,5.38370519633e-08,7.27809686323e-07
