session,max(mfcccoeff0(mfcc)),max(mfcccoeff1(mfcc)),max(mfcccoeff2(mfcc)),max(mfcccoeff3(mfcc)),max(mfcccoeff4(mfcc)),max(mfcccoeff5(mfcc)),max(mfcccoeff6(mfcc)),max(mfcccoeff7(mfcc)),max(mfcccoeff8(mfcc)),max(mfcccoeff9(mfcc)),max(mfcccoeff10(mfcc)),max(mfcccoeff11(mfcc)),mean(mfcccoeff0(mfcc)),mean(mfcccoeff1(mfcc)),mean(mfcccoeff2(mfcc)),mean(mfcccoeff3(mfcc)),mean(mfcccoeff4(mfcc)),mean(mfcccoeff5(mfcc)),mean(mfcccoeff6(mfcc)),mean(mfcccoeff7(mfcc)),mean(mfcccoeff8(mfcc)),mean(mfcccoeff9(mfcc)),mean(mfcccoeff10(mfcc)),mean(mfcccoeff11(mfcc)),var(mfcccoeff0(mfcc)),var(mfcccoeff1(mfcc)),var(mfcccoeff2(mfcc)),var(mfcccoeff3(mfcc)),var(mfcccoeff4(mfcc)),var(mfcccoeff5(mfcc)),var(mfcccoeff6(mfcc)),var(mfcccoeff7(mfcc)),var(mfcccoeff8(mfcc)),var(mfcccoeff9(mfcc)),var(mfcccoeff10(mfcc)),var(mfcccoeff11(mfcc))
Angry_0,12.8076581955,4.60263824463,1.67383491993,2.70130825043,1.15490102768,0.985165536404,0.6493922472,0.629740357399,0.392580449581,0.543972194195,0.569502949715,0.637439966202,8.28460025787,2.7263250351,0.210910275578,1.0430753231,0.00815453287214,0.0137451235205,-0.179573714733,-0.0640572384,-0.104207731783,-0.025231545791,0.0326286330819,0.0204706862569,8.56188869476,0.896786093712,0.404016494751,0.668506205082,0.245901331306,0.113299876451,0.116096898913,0.0698437616229,0.069424405694,0.0595925562084,0.0510408617556,0.0576416626573
Angry_1,12.3342924118,4.27533769608,1.66736280918,3.33560156822,1.35736906528,1.27772545815,1.1566773653,0.701590955257,0.611691713333,0.621357858181,0.632424533367,0.482985377312,5.89605283737,2.4790289402,-0.204437315464,1.1085486412,-0.152943998575,0.25889891386,0.0666883438826,-0.0362464748323,0.00720799667761,-0.168025106192,0.0305361412466,0.0421834550798,16.9017314911,1.201141119,0.566204607487,0.683252751827,0.358933061361,0.161915898323,0.14196023345,0.148353308439,0.0579795539379,0.107766054571,0.0707015842199,0.0473081432283
Angry_10,9.25230693817,5.07431650162,1.15509366989,2.12634086609,0.76290756464,0.523356378078,0.558915734291,0.54890704155,0.552330613136,0.625625014305,0.701647639275,0.810301423073,6.63588523865,2.87933635712,-0.506399095058,0.4857031703,-0.0300462171435,-0.446906507015,-0.326727032661,-0.0832996815443,-0.146902710199,0.168112412095,0.0635369792581,0.174595400691,2.49542713165,0.566123187542,0.470501422882,0.548783123493,0.165962159634,0.152282565832,0.121767878532,0.0981565117836,0.0856299102306,0.0417193807662,0.056424073875,0.0422106534243
Angry_100,13.7300481796,3.91431951523,1.15796637535,2.98545408249,1.49659752846,0.966401576996,0.865986287594,0.448126912117,0.631924033165,0.491195738316,0.705380380154,0.410597026348,10.8962306976,2.18362402916,-0.0659963712096,1.19025313854,-0.325458943844,0.117871508002,0.177103802562,-0.126600429416,0.137005925179,-0.129899218678,0.107832327485,0.0146841518581,2.86971092224,0.610146284103,0.471410542727,0.765383660793,0.373505860567,0.129398047924,0.096650660038,0.0828093737364,0.0755610391498,0.0616605840623,0.0703991502523,0.0461775697768
Angry_101,13.5198297501,4.35044622421,1.67598569393,2.86675882339,1.16117811203,0.907342493534,0.898957192898,0.497068315744,0.678474664688,0.352460414171,0.686823785305,0.560104250908,6.62947463989,2.42351675034,0.0836554244161,0.98174315691,-0.368789196014,0.204747647047,0.0435120686889,-0.113921575248,0.276807457209,-0.121331803501,0.0443782508373,0.141808480024,30.0436439514,0.604302585125,0.498556822538,0.585630059242,0.479358464479,0.0672307237983,0.11350376159,0.147277846932,0.0381403043866,0.074633076787,0.0539109818637,0.0302129350603
Angry_102,12.6636333466,3.68919205666,1.2108104229,2.83090138435,1.66137397289,1.14495694637,0.603582680225,0.695447385311,0.639688014984,0.591127097607,0.561406075954,0.395487129688,7.92116641998,2.15598368645,-0.245257377625,0.873212993145,-0.226457446814,0.211164653301,-0.00645882636309,-0.113821983337,0.179278284311,-0.0687206238508,0.0500347577035,0.0746164992452,20.0943069458,0.481794148684,0.584309756756,0.535542309284,0.529920578003,0.147432759404,0.0789606720209,0.136403203011,0.0499997101724,0.0785190090537,0.0594759061933,0.0250926334411
Angry_103,13.1327848434,3.75257873535,1.51069021225,2.59691548347,1.34085798264,1.06378734112,0.785459816456,0.657910585403,0.828298032284,0.328446388245,0.874895095825,0.538656592369,10.0919303894,2.49135017395,-0.324029237032,0.9839168787,-0.262837022543,-0.000394408270949,0.04359472543,-0.339627325535,0.177289411426,-0.136938482523,0.183869645,0.075527600944,5.48536729813,0.415010869503,0.440616518259,0.457898646593,0.597236692905,0.146446973085,0.135775595903,0.114266961813,0.0859070345759,0.0620256774127,0.0902367755771,0.0568675883114
Angry_104,13.3232450485,3.42953753471,1.27030944824,2.86235165596,1.39054489136,1.0155903101,1.07316589355,0.386842727661,0.664792716503,0.386093556881,0.698373317719,0.774877905846,9.61817932129,1.88833737373,-0.63404405117,1.18921434879,-0.182069569826,0.283569484949,-0.0224605295807,-0.450521856546,0.166867136955,-0.264143049717,0.0154095841572,0.12418487668,8.20847511292,0.693428993225,0.765791594982,0.648806512356,0.528647005558,0.106779843569,0.154402777553,0.146676450968,0.0879555121064,0.0847031325102,0.0706492885947,0.0442948900163
Angry_105,12.1801099777,4.42662715912,1.48063910007,2.36977624893,1.30533599854,0.842401385307,0.937197327614,0.726327180862,0.837310194969,0.426544070244,0.357708573341,0.552148103714,7.9720864296,2.86990594864,0.0316217839718,0.618874013424,-0.0970001667738,-0.0757478922606,0.0881594642997,-0.168323978782,0.157937154174,-0.240105867386,-0.117151103914,-0.00160391326062,2.7853937149,0.804242730141,0.306035161018,0.472989678383,0.484427958727,0.0935832038522,0.11345487833,0.124426417053,0.0647452250123,0.0633015185595,0.0552974864841,0.0488363839686
Angry_106,10.8399143219,5.12019634247,1.461561203,2.1018576622,1.52223110199,0.851552248001,0.795478105545,0.689556360245,0.860838592052,0.444442123175,0.548121452332,0.410194754601,7.40299892426,2.84219861031,0.0419401824474,0.601576507092,-0.0254229195416,-0.139152064919,0.0874300077558,-0.0548623725772,0.225520640612,-0.242298215628,-0.0694528892636,0.00719203846529,5.82921600342,1.01620030403,0.360613167286,0.624997735023,0.755738079548,0.132785454392,0.119675680995,0.101589523256,0.0650707706809,0.0839867442846,0.0641983672976,0.0473514460027
Angry_107,10.6525907516,4.080037117,1.37406933308,2.82104659081,1.36827409267,0.785687506199,0.60365664959,0.435440540314,0.689118981361,0.361703276634,0.44377797842,0.495104700327,6.35865974426,2.49512076378,-0.0491360463202,0.660325527191,0.276895582676,-0.00435094721615,0.0155144156888,-0.134813591838,0.223712921143,-0.162006363273,-0.0314069241285,-0.0496341027319,15.0769939423,0.807337403297,0.327022582293,0.458747655153,0.438941895962,0.130193725228,0.0941822081804,0.118678897619,0.0481507331133,0.0630313083529,0.0477673895657,0.0351929590106
Angry_108,10.0454740524,4.79306697845,1.60427224636,2.42034459114,1.16690480709,0.627237558365,0.899906992912,0.769899487495,0.763183534145,0.167837589979,0.271582603455,0.501310646534,6.93295907974,2.82492351532,0.132433012128,0.904546201229,0.129394248128,-0.204986184835,0.164422333241,-0.00389271648601,0.211806431413,-0.373733222485,-0.137782618403,-0.0211283620447,7.66446828842,0.882414937019,0.468336910009,0.651413977146,0.47052782774,0.14610491693,0.0869416594505,0.115979507565,0.0771936476231,0.0821513906121,0.0435273163021,0.0639027431607
Angry_109,11.3006076813,4.62294530869,1.93777108192,2.35552692413,1.24061393738,0.657831788063,0.68538838625,0.998815000057,0.635586619377,0.121152848005,0.333080798388,0.683939754963,7.37781238556,2.83427643776,0.127866983414,0.672392904758,-0.00530172279105,-0.0429024621844,0.116835899651,-0.035526137799,0.127076119184,-0.362690061331,-0.135960355401,0.00288894982077,10.0611782074,0.946549892426,0.380978763103,0.503083646297,0.478649556637,0.137985125184,0.0892318561673,0.151415601373,0.0805477946997,0.070812612772,0.0669003725052,0.0668992102146
Angry_11,8.33238887787,3.90943384171,2.53227305412,2.24573254585,1.78393936157,1.11815428734,0.745894908905,0.621916174889,0.687878847122,0.817446827888,0.771943092346,0.641055703163,5.2305150032,1.58699369431,0.492552578449,0.809447288513,0.316599488258,0.168940752745,-0.0264840461314,-0.161700636148,-0.0496805347502,-0.0190449412912,-0.0690678134561,0.0518332161009,6.69197940826,1.03028786182,0.508998274803,0.401201248169,0.459624558687,0.169811010361,0.161767691374,0.10429623723,0.0871931388974,0.0778378769755,0.0530139431357,0.0401988886297
Angry_110,11.3619775772,4.0596280098,1.46666741371,2.39690065384,0.886569499969,1.02155733109,0.801616609097,0.413500130177,0.618384420872,0.346313536167,0.801691055298,0.599467277527,8.52097606659,2.65150666237,-0.332719862461,1.15349936485,-0.139531597495,0.215612083673,0.00398783199489,-0.328167140484,0.120788678527,-0.243374496698,-0.0358720757067,0.0350765064359,2.40127778053,0.973916709423,0.538372755051,0.473079741001,0.270386844873,0.15595138073,0.167129054666,0.128438651562,0.0761594325304,0.075975805521,0.0865709111094,0.053906980902
Angry_111,12.0413684845,4.33279323578,1.27601981163,2.72071290016,1.31516218185,1.0723335743,0.844566464424,0.420354753733,0.482676506042,0.671942532063,1.04478263855,0.856155693531,6.74939107895,2.51427865028,-0.262806743383,0.956554591656,-0.224813595414,0.276217013597,0.0576686225832,-0.27325257659,0.0474621467292,-0.151336356997,0.141443923116,0.0939377248287,19.7917346954,0.943381249905,0.313672989607,0.616490602493,0.471902936697,0.132151648402,0.0916472226381,0.119386874139,0.0487991422415,0.121563017368,0.0934146568179,0.0614814050496
Angry_112,10.9308519363,4.2138171196,1.41344928741,2.64777112007,1.43612647057,1.25505709648,1.03111219406,0.299299895763,0.59430116415,0.467999994755,0.746382117271,0.486827164888,7.94536924362,2.25768303871,-0.389368027449,1.12844800949,0.0384892188013,0.438023746014,0.0597140043974,-0.486894696951,-0.00222102506086,-0.130551576614,0.0426247641444,0.0470254607499,3.85844492912,0.963403940201,0.614126980305,0.415622919798,0.419333159924,0.12871606648,0.181428283453,0.198548659682,0.108795046806,0.0948609784245,0.102506808937,0.0444242693484
Angry_113,12.2437429428,3.91155147552,1.60150253773,2.88017868996,0.918681979179,1.20165717602,0.804399132729,0.30367821455,0.658468902111,0.441410303116,0.788077116013,0.480496317148,7.68395519257,2.21127533913,-0.112280249596,1.17361652851,-0.203874513507,0.323155641556,0.088239505887,-0.31515699625,0.0358743965626,-0.234349772334,0.0200806688517,0.00196548551321,8.03856277466,1.34699356556,0.532608449459,0.616092383862,0.365146487951,0.15091176331,0.101526968181,0.10176256299,0.0765596851707,0.104695469141,0.0963772460818,0.0506298989058
Angry_114,12.5507974625,3.9805662632,1.81567931175,3.41755485535,1.14288187027,0.966934263706,0.971206665039,0.314224481583,0.772369265556,0.430904239416,0.762290537357,0.574216663837,8.55611419678,2.3902797699,-0.0529465898871,0.915556907654,-0.0451648458838,0.22182404995,-0.00092384731397,-0.355647474527,0.209283396602,-0.288372218609,0.053666241467,0.0251882113516,5.31260633469,1.07136654854,0.57003557682,0.644281566143,0.468520879745,0.172416731715,0.162333160639,0.13149368763,0.0692484155297,0.110670618713,0.0636930242181,0.0741942897439
Angry_115,12.4994630814,4.23122119904,1.13880372047,2.80575537682,0.965528428555,1.47926878929,1.10234177113,0.640466928482,0.655929684639,0.423670887947,0.636981904507,0.586558282375,8.67142963409,2.54194283485,-0.426115095615,0.952471673489,-0.514019370079,0.640710234642,0.0700962841511,-0.34502646327,0.0310929883271,-0.216283306479,0.128269702196,0.0284358374774,3.29785346985,0.927229940891,0.579069018364,0.814689278603,0.407017171383,0.112633116543,0.180379003286,0.142146795988,0.0831585675478,0.0925238206983,0.0530482940376,0.0521013773978
