,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Angry_204,0.0,0.0,0.0,55.0,10.0,45.0,0.0,0.0,45.0,10.0,0.0,0.0,0.0,0.0,55.0,0.0,0.22957010567188263,0.20786967873573303,0.4989435374736786,0.06361667811870575,0.0008848035358823836,0.0002970474597532302,0.0026004582177847624,0.0007651176420040429,0.2102397382259369,0.19600259512662888,0.4627126455307007,0.043847156688570976,0.2486521378159523,0.2187540978193283,0.5337114632129669,0.07164239883422852,0.28319743275642395,0.264295756816864,0.6467041969299316,0.15146885812282562,0.28319743275642395,0.264295756816864,0.6467041969299316,0.15146885812282562
Neutral_357,1.0,1.0,7.0,51.0,25.0,30.0,3.0,2.0,32.0,25.0,2.0,1.0,2.0,4.0,48.0,6.0,0.23565417528152466,0.24388067424297333,0.3961714208126068,0.12429370731115341,0.001561152865178883,0.0015432832296937704,0.015396013855934143,0.017918888479471207,0.22400640323758125,0.223767451941967,0.3259420320391655,0.05345556139945984,0.25599612295627594,0.26153479516506195,0.48452337086200714,0.1468389593064785,0.29927942156791687,0.38773810863494873,0.5783449411392212,0.8219953775405884,0.29927942156791687,0.38773810863494873,0.5783449411392212,0.8219953775405884
Angry_68,0.0,4.0,3.0,48.0,4.0,47.0,3.0,1.0,47.0,4.0,3.0,1.0,4.0,0.0,46.0,5.0,0.2818228304386139,0.22427421808242798,0.3754034638404846,0.11849947273731232,0.0009604242513887584,0.0006874072132632136,0.006408222485333681,0.006810473743826151,0.26369285583496094,0.20664270967245102,0.3319993168115616,0.0643807090818882,0.29789280891418457,0.23867358267307281,0.42984725534915924,0.13381142914295197,0.36711323261260986,0.2974853217601776,0.5089730024337769,0.49755600094795227,0.36711323261260986,0.2974853217601776,0.5089730024337769,0.49755600094795227
Neutral_522,8.0,1.0,3.0,43.0,29.0,18.0,5.0,3.0,18.0,33.0,3.0,1.0,0.0,3.0,44.0,8.0,0.21065980195999146,0.22917915880680084,0.4055911600589752,0.1545698344707489,0.002594955498352647,0.0021321286913007498,0.018133843317627907,0.03489462658762932,0.19403330236673355,0.21330532431602478,0.3885252773761749,0.05866103433072567,0.24402852356433868,0.2526908218860626,0.4935465604066849,0.141303189098835,0.2969930171966553,0.3404123783111572,0.5875877737998962,0.7780218124389648,0.2969930171966553,0.3404123783111572,0.5875877737998962,0.7780218124389648
Angry_0,0.0,0.0,1.0,87.0,23.0,64.0,1.0,0.0,60.0,24.0,4.0,0.0,5.0,0.0,82.0,1.0,0.25310155749320984,0.2330140471458435,0.43660953640937805,0.07727492600679398,0.0011825062101706862,0.0006243942189030349,0.007117279339581728,0.0019218411762267351,0.22533586993813515,0.21701941266655922,0.3886180594563484,0.050985448993742466,0.2754112109541893,0.2504037544131279,0.4973255321383476,0.09103350900113583,0.3434373438358307,0.29271119832992554,0.5918484330177307,0.3307015895843506,0.3434373438358307,0.29271119832992554,0.5918484330177307,0.3307015895843506
Sad_615,0.0,0.0,2.0,53.0,7.0,46.0,2.0,0.0,42.0,8.0,4.0,1.0,6.0,1.0,47.0,1.0,0.26332464814186096,0.22043897211551666,0.4173194468021393,0.09891700744628906,0.0025444328784942627,0.001247177249751985,0.011447250843048096,0.011748547665774822,0.23970573395490646,0.19866672158241272,0.38440626859664917,0.05531138926744461,0.28862179815769196,0.2342817261815071,0.49787311255931854,0.10983430594205856,0.39046359062194824,0.3613053858280182,0.5813825726509094,0.8272977471351624,0.39046359062194824,0.3613053858280182,0.5813825726509094,0.8272977471351624
Sad_545,1.0,7.0,24.0,23.0,15.0,31.0,5.0,4.0,33.0,16.0,2.0,4.0,6.0,1.0,24.0,24.0,0.23611143231391907,0.20411597192287445,0.24141237139701843,0.31836017966270447,0.007741732057183981,0.004837794695049524,0.026637114584445953,0.06538696587085724,0.18482830375432968,0.17388764023780823,0.07965190708637238,0.1065804697573185,0.30214276909828186,0.26105907559394836,0.41332539916038513,0.4579664170742035,0.34795981645584106,0.2938078045845032,0.510123074054718,0.8919159173965454,0.34795981645584106,0.2938078045845032,0.510123074054718,0.8919159173965454
Sad_590,3.0,8.0,18.0,26.0,18.0,27.0,6.0,4.0,23.0,18.0,8.0,6.0,11.0,2.0,23.0,19.0,0.2327142357826233,0.2070106714963913,0.26118865609169006,0.29908642172813416,0.00879976712167263,0.005241751205176115,0.026901261880993843,0.06681660562753677,0.17339834570884705,0.15459680557250977,0.10916965082287788,0.0984368771314621,0.297719344496727,0.2559080570936203,0.3767768442630768,0.40654926002025604,0.40604957938194275,0.3328632116317749,0.6373202800750732,0.9350759387016296,0.40604957938194275,0.3328632116317749,0.6373202800750732,0.9350759387016296
Neutral_333,4.0,0.0,9.0,42.0,38.0,12.0,2.0,3.0,11.0,40.0,1.0,3.0,2.0,3.0,43.0,7.0,0.20881062746047974,0.24172355234622955,0.41228020191192627,0.13718564808368683,0.0016674913931638002,0.001217807992361486,0.023706289008259773,0.02242901921272278,0.19229021668434143,0.21862313151359558,0.36826735734939575,0.04827960394322872,0.23331160098314285,0.2598390430212021,0.5166610181331635,0.15543436259031296,0.3106728792190552,0.3474586606025696,0.6135554313659668,0.672703742980957,0.3106728792190552,0.3474586606025696,0.6135554313659668,0.672703742980957
Sad_671,0.0,0.0,0.0,55.0,22.0,33.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,0.0,55.0,0.0,0.21591897308826447,0.20930302143096924,0.5155696272850037,0.05920838564634323,0.0007873706053942442,0.0005627819336950779,0.003409766126424074,0.00026282944600097835,0.19637135416269302,0.19540803134441376,0.46642671525478363,0.04436586797237396,0.2363630011677742,0.2246856838464737,0.5627270638942719,0.07114747911691666,0.28645405173301697,0.25836649537086487,0.6362505555152893,0.09325124323368073,0.28645405173301697,0.25836649537086487,0.6362505555152893,0.09325124323368073
Sad_557,3.0,0.0,3.0,49.0,23.0,26.0,6.0,0.0,27.0,25.0,2.0,1.0,2.0,4.0,44.0,5.0,0.22049470245838165,0.2237466424703598,0.4423275589942932,0.11343113332986832,0.0026875012554228306,0.0019308833871036768,0.020444106310606003,0.02385954186320305,0.195793516933918,0.19729362428188324,0.39480486512184143,0.049985455349087715,0.25043317675590515,0.233450248837471,0.5445583164691925,0.08607341721653938,0.3384276032447815,0.3556564748287201,0.5899085998535156,0.8517093658447266,0.3384276032447815,0.3556564748287201,0.5899085998535156,0.8517093658447266
Angry_186,2.0,3.0,1.0,82.0,5.0,80.0,2.0,1.0,76.0,4.0,5.0,3.0,5.0,1.0,80.0,2.0,0.2694096863269806,0.22217430174350739,0.3888590931892395,0.11955701559782028,0.0008669110247865319,0.0005483776913024485,0.0054672108963131905,0.0033850520849227905,0.2527599036693573,0.20977157726883888,0.34246765822172165,0.07847034186124802,0.29137711226940155,0.2340548038482666,0.4327527731657028,0.14428069815039635,0.3221181035041809,0.32064735889434814,0.5759926438331604,0.3151710629463196,0.3221181035041809,0.32064735889434814,0.5759926438331604,0.3151710629463196
Angry_227,1.0,0.0,1.0,53.0,13.0,40.0,2.0,0.0,41.0,13.0,1.0,0.0,0.0,2.0,51.0,2.0,0.25330236554145813,0.22859010100364685,0.42279163002967834,0.09531591087579727,0.0018584306817501783,0.0014423057436943054,0.009083111770451069,0.013378438539803028,0.22886556386947632,0.2093970701098442,0.3667389452457428,0.053230851888656616,0.28630831837654114,0.24613837152719498,0.4845372289419174,0.09951762482523918,0.3185346722602844,0.3187781572341919,0.5890820622444153,0.84420245885849,0.3185346722602844,0.3187781572341919,0.5890820622444153,0.84420245885849
Sad_560,0.0,1.0,17.0,37.0,13.0,30.0,5.0,7.0,30.0,21.0,4.0,0.0,12.0,3.0,29.0,11.0,0.27549269795417786,0.2564000189304352,0.2939200699329376,0.17418724298477173,0.001169432420283556,0.000795070081949234,0.01674795337021351,0.012590096332132816,0.25159020721912384,0.23338327556848526,0.16886479407548904,0.08703392744064331,0.2963211089372635,0.280138835310936,0.38824714720249176,0.2310788631439209,0.34004679322242737,0.322307288646698,0.5257810354232788,0.4531979560852051,0.34004679322242737,0.322307288646698,0.5257810354232788,0.4531979560852051
Sad_686,0.0,0.0,2.0,53.0,3.0,51.0,0.0,1.0,48.0,4.0,3.0,0.0,4.0,0.0,50.0,1.0,0.2540723979473114,0.20379671454429626,0.4640945792198181,0.0780363529920578,0.0018545369384810328,0.0007616267539560795,0.011482881382107735,0.003709095064550638,0.2187623456120491,0.18270686268806458,0.4144701361656189,0.04593205265700817,0.27947990596294403,0.22281699627637863,0.5281533896923065,0.08557169139385223,0.3484501838684082,0.2753762900829315,0.6481735706329346,0.41525858640670776,0.3484501838684082,0.2753762900829315,0.6481735706329346,0.41525858640670776
Angry_143,0.0,4.0,0.0,51.0,17.0,36.0,0.0,2.0,38.0,15.0,2.0,0.0,0.0,0.0,53.0,2.0,0.24433612823486328,0.22250066697597504,0.4452073872089386,0.0879557803273201,0.0010247563477605581,0.0006519784219563007,0.004593930672854185,0.0034172432497143745,0.22473836690187454,0.2031857967376709,0.4120248258113861,0.05659003183245659,0.26180776953697205,0.242701455950737,0.48858094215393066,0.0903351940214634,0.32838648557662964,0.2807352542877197,0.5629756450653076,0.3373037874698639,0.32838648557662964,0.2807352542877197,0.5629756450653076,0.3373037874698639
Sad_633,0.0,2.0,8.0,45.0,5.0,48.0,0.0,2.0,44.0,5.0,5.0,1.0,6.0,0.0,42.0,7.0,0.25028327107429504,0.19972655177116394,0.4091082215309143,0.14088203012943268,0.0033426948357373476,0.0010039141634479165,0.026796448975801468,0.026784172281622887,0.20059245824813843,0.17450521141290665,0.3319350481033325,0.04925181344151497,0.2887183129787445,0.2236931398510933,0.5192625969648361,0.12053846195340157,0.37389272451400757,0.28096112608909607,0.6666844487190247,0.7149227857589722,0.37389272451400757,0.28096112608909607,0.6666844487190247,0.7149227857589722
Neutral_488,0.0,0.0,2.0,53.0,21.0,31.0,3.0,0.0,33.0,22.0,0.0,0.0,1.0,2.0,50.0,2.0,0.22836005687713623,0.22791029512882233,0.46761512756347656,0.07611455768346786,0.001059059170074761,0.0017312804702669382,0.01231398992240429,0.004262737929821014,0.2026062086224556,0.20141024142503738,0.4433240592479706,0.046609193086624146,0.24248463660478592,0.24484526365995407,0.5392928123474121,0.06937475875020027,0.33599111437797546,0.34091314673423767,0.5947376489639282,0.3761786222457886,0.33599111437797546,0.34091314673423767,0.5947376489639282,0.3761786222457886
Neutral_512,0.0,0.0,1.0,54.0,22.0,33.0,0.0,0.0,32.0,22.0,1.0,0.0,1.0,0.0,53.0,1.0,0.2359916716814041,0.22499516606330872,0.4698386788368225,0.069174624979496,0.0012568372767418623,0.001160723390057683,0.007383050862699747,0.004548339638859034,0.21624547243118286,0.21065659821033478,0.43248750269412994,0.04330633766949177,0.2570638358592987,0.24512214213609695,0.5243194997310638,0.06839051097631454,0.32484108209609985,0.2899331748485565,0.6600868105888367,0.5223960876464844,0.32484108209609985,0.2899331748485565,0.6600868105888367,0.5223960876464844
Angry_42,2.0,2.0,0.0,51.0,7.0,47.0,0.0,1.0,43.0,6.0,4.0,2.0,3.0,0.0,51.0,1.0,0.25193431973457336,0.21024172008037567,0.4340232014656067,0.1038007140159607,0.001140411477535963,0.0006662285304628313,0.0057087671011686325,0.0037128315307199955,0.22891267389059067,0.20334327220916748,0.4030662477016449,0.06668026372790337,0.272411048412323,0.2271047830581665,0.47699296474456787,0.12123488634824753,0.34441518783569336,0.24715901911258698,0.5910513997077942,0.32254767417907715,0.34441518783569336,0.24715901911258698,0.5910513997077942,0.32254767417907715
Neutral_503,5.0,0.0,7.0,43.0,22.0,29.0,3.0,1.0,28.0,25.0,2.0,0.0,0.0,1.0,43.0,11.0,0.2151879072189331,0.22144554555416107,0.383253276348114,0.18011322617530823,0.004326106049120426,0.0020324087236076593,0.024610238149762154,0.058363642543554306,0.20212636142969131,0.2102978676557541,0.3546406626701355,0.045005058869719505,0.2573063522577286,0.2453404664993286,0.49028195440769196,0.12949442118406296,0.2995901107788086,0.3264307379722595,0.5539153218269348,0.8805121183395386,0.2995901107788086,0.3264307379722595,0.5539153218269348,0.8805121183395386
Angry_231,0.0,1.0,2.0,84.0,11.0,73.0,3.0,0.0,69.0,12.0,5.0,1.0,7.0,1.0,77.0,2.0,0.2762451767921448,0.23234665393829346,0.42027944326400757,0.07112861424684525,0.0014377555344253778,0.001218939432874322,0.008729066699743271,0.0036303240340203047,0.25607697665691376,0.21577385067939758,0.3892919272184372,0.04498153366148472,0.2986162453889847,0.24970538169145584,0.46573109924793243,0.07651575282216072,0.3790733814239502,0.3468940556049347,0.6912439465522766,0.4050748348236084,0.3790733814239502,0.3468940556049347,0.6912439465522766,0.4050748348236084
Angry_55,2.0,2.0,0.0,101.0,23.0,78.0,2.0,2.0,80.0,24.0,1.0,0.0,0.0,1.0,102.0,2.0,0.2397913783788681,0.22094999253749847,0.4501911401748657,0.08906745910644531,0.0007879067561589181,0.001009719679132104,0.0064215329475700855,0.00293770432472229,0.219838485121727,0.20035555958747864,0.3994481861591339,0.05365768447518349,0.25810471177101135,0.24022650718688965,0.5057381987571716,0.10532718151807785,0.30488285422325134,0.29144755005836487,0.5999264717102051,0.3814651072025299,0.30488285422325134,0.29144755005836487,0.5999264717102051,0.3814651072025299
Neutral_425,2.0,0.0,1.0,101.0,61.0,42.0,0.0,1.0,38.0,59.0,6.0,1.0,3.0,3.0,97.0,1.0,0.23305854201316833,0.24948576092720032,0.43673470616340637,0.0807209312915802,0.001041725161485374,0.000949291861616075,0.005865058861672878,0.002725384896621108,0.21658150479197502,0.22642486169934273,0.3973071202635765,0.05205838568508625,0.2505281791090965,0.26754577457904816,0.4906448423862457,0.08823078870773315,0.3746435344219208,0.3413216471672058,0.5973163843154907,0.3131132125854492,0.3746435344219208,0.3413216471672058,0.5973163843154907,0.3131132125854492
Angry_141,0.0,0.0,0.0,55.0,11.0,44.0,0.0,0.0,43.0,11.0,1.0,0.0,1.0,0.0,54.0,0.0,0.25169020891189575,0.22382977604866028,0.44602546095848083,0.0784546360373497,0.0009154939325526357,0.0011627452913671732,0.005520042963325977,0.0010832673870027065,0.23124107718467712,0.2012350633740425,0.38802243769168854,0.053531816229224205,0.2730235606431961,0.24862153828144073,0.496879518032074,0.0995105616748333,0.3405678868293762,0.29790088534355164,0.6197472810745239,0.16371044516563416,0.3405678868293762,0.29790088534355164,0.6197472810745239,0.16371044516563416
Angry_95,0.0,2.0,1.0,52.0,4.0,49.0,2.0,0.0,44.0,2.0,7.0,2.0,7.0,2.0,45.0,1.0,0.29432421922683716,0.23708705604076385,0.36333534121513367,0.10525338351726532,0.0010099512292072177,0.0006812851643189788,0.0036616807337850332,0.002192543353885412,0.2730371654033661,0.22205478698015213,0.33012931048870087,0.07606491819024086,0.31880219280719757,0.24639489501714706,0.40701572597026825,0.12168439850211143,0.36096426844596863,0.3485294282436371,0.4956550896167755,0.2758786976337433,0.36096426844596863,0.3485294282436371,0.4956550896167755,0.2758786976337433
Angry_215,0.0,1.0,0.0,54.0,8.0,46.0,0.0,1.0,46.0,8.0,1.0,0.0,1.0,0.0,54.0,0.0,0.26995760202407837,0.22708120942115784,0.4045230746269226,0.09843813627958298,0.0010600013192743063,0.0005841880338266492,0.0027511795051395893,0.0013397972797974944,0.25022558867931366,0.21089263260364532,0.3669912964105606,0.07678668946027756,0.2868955582380295,0.23680562525987625,0.4369615763425827,0.11040295660495758,0.35888752341270447,0.3049953877925873,0.5038143992424011,0.21666376292705536,0.35888752341270447,0.3049953877925873,0.5038143992424011,0.21666376292705536
